,type,cleaned_message
552,0,sure get acknowledgement astoundingly tactless generally faggy demand blood oath fo
553,0,ok every night take warm bath drink cup milk see work magic still need loose weight know
554,0,iï½ï½ï½ll look frying pan case itï½ï½ï½s cheap book perhaps thatï½ï½ï½s silly frying pan isnï½ï½ï½t likely book
555,0,well uv causes mutations sunscreen like essential thesedays
556,0,lunch online
557,0,know friend already told
558,0,hi princess thank pics pretty
559,0,aiyo u always c ex one dunno abt mei reply first time u reply fast lucky workin huh got bao ur sugardad ah gee
560,0,hi msg office
561,0,thanx 4 e brownie v nice
562,0,geeeee love much barely stand
563,1,gent trying contact last weekends draw shows ï½1000 prize guaranteed call 09064012160 claim code k52 valid 12hrs 150ppm
564,0,fuck babe miss already know ca nt let send money towards net need want crave
565,0,ill call u 2mrw ninish address icky american freek wont stop callin 2 bad jen k eh
566,0,oooh bed ridden ey thinking
567,0,anyways go gym whatever love smiles hope ok good day babe miss much already
568,0,love daddy make scream pleasure going slap ass dick
569,0,wot u wan na missy
570,0,yar lor wait 4 mum 2 finish sch lunch lor whole morning stay home clean room room quite clean hee
571,0,know lab goggles went
572,0,open door
573,0,waiting call
574,0,nope waiting sch 4 daddy
575,1,1000 cash 2000 prize claim call09050000327
576,0,tired arguing week week want
577,0,ï½ï½ wait 4 sch finish ard 5
578,1,mobile number ï½5000 claim calls us back ring claims hot line 09050005321
579,0,arngd marriage u r walkin unfortuntly snake bites u bt love marriage dancing frnt snake amp sayin bite bite
580,0,huh early ï½_ dinner outside izzit
581,0,ok anyway need change said
582,1,tried contact reply offer 750 mins 150 textand new video phone call 08002988890 reply free delivery tomorrow
583,0,exwife able kids want kids one day
584,0,scotland hope showing jjc tendencies take care live dream
585,0,tell u headache want use 1 hour sick time
586,0,dun thk quit yet hmmm go jazz yogasana oso go meet em lessons den
587,0,pete please ring meive hardly gotany credit
588,0,ya srsly better yi tho
589,0,meeting call later
590,1,ur chance win ï½250 wkly shopping spree txt shop 80878 c wwwtxt2shopcom custcare 08715705022 1x150pwk
591,1,specially selected receive 2000 pound award call 08712402050 lines close cost 10ppm 16 cs apply ag promo
592,1,private 2003 account statement 07753741225 shows 800 unredeemed points call 08715203677 identifier code 42478 expires 241004
593,0,still grand prix
594,0,met stranger choose friend long world stands friendship never ends lets friends forever gud nitz
595,0,great
596,0,gud mrng dear nice day
597,1,important customer service announcement call freephone 0800 542 0825
598,0,exhausted train morning much wine pie sleep well
599,0,going buy mum present ar
600,0,mind blastin tsunamis occur rajnikant stopped swimming indian ocean
601,0,u sending home first ok lor ready yet
602,0,speaking cash yet
603,0,happy come noon
604,0,meet lunch la
605,0,take care n get well soon
606,1,xclusive clubsaisai 2morow 285 soiree speciale zouk nichols parisfree roses 2 ladies info 0794674629107880867867
607,0,meant say cant wait see u getting bored bridgwater banter
608,0,neva mind ok
609,0,fine imma get drink somethin want come find
610,1,22 days kick euro2004 u kept date latest news results daily removed send get txt stop 83222
611,0,valentine game send dis msg ur friends 5 answers r someone really loves u ques colour suits best rply
612,0,many dependents
613,0,thanx4 today cer nice 2 catch ave 2 find time often oh well take care c u soonc
614,0,called said choose future
615,0,happy valentines day know early hundreds handsomes beauties wish thought finish aunties uncles 1st
616,0,like v shock leh cos telling shuhui like telling leona also like dat almost know liao got ask abt ur reaction lor
617,0,family happiness
618,0,come n pick ï½_ come immediately aft ur lesson
619,0,let snow let snow kind weather brings ppl together friendships grow
620,0,dear got lt gt dollars hi hi
621,0,good words words may leave u dismay many times
622,0,make sure alex knows birthday fifteen minutes far concerned
623,0,sorry got things may pub later
624,0,nah straight bring bud drinks something actually little useful straight cash
625,0,haha good hear officially paid market 8th
626,0,many licks take get center tootsie pop
627,0,yup thk r e teacher said make face look longer darren ask 2 cut short
628,1,new textbuddy chat 2 horny guys ur area 4 25p free 2 receive search postcode gaytextbuddycom txt one name 89693
629,1,todays vodafone numbers ending 4882 selected receive ï½350 award number matches call 09064019014 receive ï½350 award
630,0,please dont say like hi hi hi
631,0,thank u
632,0,oh forwarded message thought send
633,0,got seventeen pounds seven hundred ml ï½ï½ï½ hope ok
634,1,dear voucher holder 2 claim weeks offer pc go http wwwetlpcoukexpressoffer ts cs apply2 stop texts txt stop 80062
635,0,n funny
636,0,sweetheart hope kind day one loads reasons smile biola
637,0,ï½_ login dat time dad fetching ï½_ home
638,0,shower baby
639,0,askd u question hours answer
640,0,well imma definitely need restock thanksgiving let know
641,0,said kiss kiss ca nt sound effects gorgeous man nt kind person needs smile brighten day
642,0,probably gon na swing wee bit
643,0,ya nice ready thursday
644,0,allo braved buses taken trains triumphed mean weï½ï½ï½re bï½ï½ï½ham jolly good rest week
645,0,watching cartoon listening music amp eve go temple amp church u
646,0,mind ask happened dont say uncomfortable
647,1,private 2003 account statement shows 800 unredeemed points call 08715203694 identifier code 40533 expires 311004
648,0,prob send email
649,1,1000 cash 2000 prize claim call09050000327 c rstm sw7 3ss 150ppm
650,0,thats cool sometimes slow gentle sonetimes rough hard
651,0,gon na say sorry would normal starting panic time sorry seeing tuesday
652,0,wait know wesleys town bet hella drugs
653,0,fine miss much
654,0,u got persons story
655,0,tell drug dealer getting impatient
656,0,sun cant come earth send luv rays cloud cant come river send luv rain cant come meet u send care msg u gud evng
657,0,place man
658,0,doesnt make sense take unless free need know wikipediacom
659,1,88800 89034 premium phone services call 08718711108
660,0,sea lays rock rock envelope envelope paper paper 3 words
661,0,mum repent
662,0,sorry going home first daddy come fetch ï½_ later
663,0,leave de start prepare next
664,0,yes baby study positions kama sutra
665,0,en chikku nange bakra msg kalstiya teacoffee
666,0,carlos minute still need buy
667,0,pay lt decimal gt lakhs
668,0,good evening ttyl
669,0,u receive msg
670,0,ho ho big belly laugh see ya tomo
671,1,sms ac sun0819 posts hello seem cool
672,1,get ur 1st ringtone free reply msg tone gr8 top 20 tones phone every week ï½150 per wk 2 opt send stop 08452810071 16
673,0,ditto wo nt worry saying anything anymore like said last night whatever want peace
674,0,got lt gt way could pick
675,0,dont knw pa drink milk
676,0,maybe say hi find got card great escape wetherspoons
677,0,piggy r u awake bet u still sleeping going 4 lunch
678,0,cause freaky lol
679,0,missed call cause yelling scrappy miss u ca nt wait u come home lonely today
680,0,hex place talk explain
681,0,ï½ï½ log 4 wat sdryb8i
682,0,xy going 4 e lunch
683,1,hi sue 20 years old work lapdancer love sex text live bedroom text sue 89555 textoperator g2 1da 150ppmsg 18
684,0,wanted ask ï½_ wait 4 finish lect cos lect finishes hour anyway
685,0,finished work yet
686,0,every king crying baby every great building map imprtant u r today u wil reach tomorw gud ni8
687,0,dear cherthalain case u r coming cochin pls call bfore u starti shall also reach accordinglyor tell day u r comingtmorow engaged ans holiday
688,0,thanks love torch bold
689,1,forwarded 448712404000 please call 08712404000 immediately urgent message waiting
690,0,farm open
691,0,sorry trouble u buy 4d dad 1405 1680 1843 2 big 1 small sat n sun thanx
692,0,sister law hope great month saying hey abiola
693,0,purchase stuff today mail po box number
694,0,ah poop looks like ill prob send laptop get fixed cuz gpu problem
695,0,good good job like entrepreneurs
696,0,aight close still around alex place
697,0,meet corporation st outside gap ï½ï½_ see mind working
698,0,mum ask ï½_ buy food home
699,0,k u also dont msg reply msg
700,0,much r ï½_ willing pay
701,0,sorry call later
702,0,important prevent dehydration giving enough fluids
703,0,thats bit weird even supposed happening good idea sure pub
704,0,true dear sat pray evening felt soso sms time
705,0,nt think get away trek long family town sorry
706,0,wan na gym harri
707,0,quite late lar ard 12 anyway wun b drivin
708,1,review keep fantastic nokia ngage game deck club nokia go 2 wwwcnupdatescomnewsletter unsubscribe alerts reply word
709,1,4mths half price orange line rental latest camera phones 4 free phone 11mths call mobilesdirect free 08000938767 update or2stoptxt cs
710,0,height confidence aeronautics professors wer calld amp wer askd 2 sit aeroplane aftr sat wer told dat plane ws made students dey hurried plane bt 1 didnt move said made students
711,0,seems like weird timing night g want come smoke day shitstorm attributed always coming making everyone smoke
712,1,08714712388 10am7pm cost 10p
713,0,save stress person dorm account send account details money sent
714,0,also knows lunch menu da know
715,0,stuff sell ill tell
716,1,449071512431 urgent 2nd attempt contact u u ï½1250 call 09071512433 b4 050703 csbcm4235wc1n3xx callcost 150ppm mobilesvary maxï½7 50
717,0,book lesson msg call work sth going get specs membership px3748
718,1,guaranteed ï½1000 cash ï½2000 prize claim yr prize call customer service representative 08714712394 10am7pm
719,0,macha dont feel upseti assume mindsetbelieve one evening wonderful plans uslet life begin againcall anytime
720,0,oh send address
721,0,sfine anytime best
722,0,wondar full flim
723,0,ya even cookies jelly
724,0,world running stillmaybe feeling itor admit madthen correction let call lifeand keep running world may u r also runninglets run
725,0,got looks scrumptious daddy wants eat night long
726,0,cos lar ba dao ok 1 pm lor u never ask go ah said u would ask fri said u ask today
727,0,alright omw got ta change order half8th
728,0,exactly anyways far jide study visiting
729,0,dunno u ask
730,1,email alertfrom jeri stewartsize 2kbsubject lowcost prescripiton drvgsto listen email call 123
731,0,nt spring coming early yay
732,0,lol wo nt feel bad use money take steak dinner
733,0,even u dont get trouble convincing tel twice tel neglect msgs dont c read dont reply
734,0,leaving qatar tonite search opportunityall went fastpls add ur prayers dearrakhesh
735,0,one talking
736,0,thanks looking really appreciate
737,1,hi customer loyalty offer new nokia6650 mobile ï½10 txtauction txt word start 81151 get 4t ctxt tc 150pmtmsg
