selling_price,full_name,year,seller_type,km_driven,fuel_type,transmission_type,mileage,engine,max_power,seats
2.8,Maruti Alto K10 2010-2014 VXI,2013,Individual,46242,Petrol,Manual,20.92,998,67.1,5
5.45,Honda City V MT AVN,2013,Individual,70000,Petrol,Manual,16.8,1497,116.3,5
4.5,Renault KWID RXT,2020,Individual,6000,Petrol,Manual,22.3,799,53.26,5
4.8,Hyundai i20 2015-2017 Magna 1.2,2017,Dealer,64000,Petrol,Manual,18.6,1197,81.83,5
10.6,Mahindra Scorpio 1.99 S10,2017,Dealer,93000,Diesel,Manual,15.4,1997,120,7
2.35,Maruti Alto 800 LXI,2013,Dealer,26200,Petrol,Manual,22.74,796,47.3,5
5.9,Maruti Baleno Zeta 1.2,2017,Individual,25000,Petrol,Manual,21.4,1197,83.1,5
7.5,Mahindra TUV 300 mHAWK100 T8 Dual Tone,2017,Individual,80000,Diesel,Manual,18.49,1493,100,7
0.71,Hyundai Santro AT,2004,Individual,110000,Petrol,Automatic,0,999,5,5
4.5,Mahindra TUV 300 T4,2016,Individual,70000,Diesel,Manual,18.49,1493,100,7
29.5,Toyota Fortuner 2016-2021 2.8 2WD AT BSIV,2018,Dealer,50000,Diesel,Automatic,12.9,2755,174.5,7
1.1,Hyundai Santro Xing GLS,2008,Individual,80000,Petrol,Manual,17.92,1086,62.1,5
2.8,Mahindra Scorpio M2DI,2007,Individual,110000,Diesel,Manual,13.5,2179,115,5
18.51,Audi A4 30 TFSI Premium Plus,2016,Dealer,55000,Petrol,Automatic,17.84,1395,147.51,5
7.5,Honda City i-VTEC S,2018,Individual,25000,Petrol,Manual,17.4,1497,117.3,5
4,Hyundai Grand i10 Magna,2015,Dealer,36000,Petrol,Manual,18.9,1197,81.86,5
5.3,Maruti Swift Dzire ZDI,2015,Individual,40000,Diesel,Manual,26.59,1248,74,5
8.7,Mahindra Thar CRDe,2018,Individual,25000,Diesel,Manual,16.55,2498,105,6
2.95,Renault KWID RXL,2018,Dealer,30038,Petrol,Manual,25.17,799,53.3,5
3.7,Tata Tiago 1.05 Revotorq XE,2017,Individual,53000,Diesel,Manual,27.28,1047,69,5
5.3,Maruti Swift VXI,2018,Individual,5000,Petrol,Manual,21.21,1197,81.8,5
6,Hyundai Xcent 1.1 CRDi SX Option,2014,Individual,41217,Diesel,Manual,24.4,1120,71,5
3.5,Renault KWID Climber 1.0 AMT,2017,Individual,35000,Petrol,Automatic,24.04,999,67,5
4.7,Ford Ecosport 1.5 DV5 MT Titanium,2013,Dealer,62000,Diesel,Manual,22.7,1498,89.84,5
3.9,Ford Aspire 1.5 TDCi Trend,2015,Individual,42000,Diesel,Manual,25.83,1498,99,5
1.16,Ambassador Avigo 2000 DSZ,2005,Individual,120000,Diesel,Manual,13.2,1995,56,5
9.2,Mahindra Scorpio S10 7 Seater,2015,Individual,80000,Diesel,Manual,15.4,2179,120,7
5.5,Mahindra XUV500 W8 2WD,2013,Individual,60000,Diesel,Manual,15.1,2179,140,7
6.35,Hyundai Verna 1.6 SX,2014,Individual,45000,Diesel,Manual,22.32,1582,126.32,5
12.5,Mahindra XUV500 AT W8 FWD,2017,Dealer,50000,Diesel,Automatic,16,2179,140,7
3,Maruti Alto 800 VXI,2018,Individual,12000,Petrol,Manual,24.7,796,47.3,5
9.6,Honda City i-VTEC CVT V,2018,Individual,12000,Petrol,Automatic,18,1497,117.6,5
7.5,Maruti Vitara Brezza VDi Option,2018,Individual,15000,Diesel,Manual,24.3,1248,88.5,5
2.49,Volkswagen Polo Petrol Trendline 1.2L,2011,Dealer,63000,Petrol,Manual,16.47,1198,73.9,5
14,Tata Hexa XT,2018,Individual,30000,Diesel,Manual,17.6,2179,153.86,7
2.5,Ford Figo Diesel ZXI,2011,Individual,160800,Diesel,Manual,20,1399,68,5
6.1,Hyundai Verna 1.6 SX,2014,Individual,120000,Diesel,Manual,22.32,1582,126.32,5
1.65,Maruti Zen Estilo VXI BSIII,2010,Dealer,62821,Petrol,Manual,18.2,998,67.1,5
5.45,Ford Ecosport 2015-2021 1.5 Diesel Ambiente,2016,Dealer,78247,Diesel,Manual,21.7,1498,98.96,5
4.8,Hyundai Verna 1.6 CRDi EX MT,2013,Individual,113000,Diesel,Manual,22.32,1582,126.3,5
3.95,Hyundai i20 2015-2017 Asta Option 1.2,2014,Dealer,52000,Petrol,Manual,18.6,1197,81.83,5
4.95,Toyota Innova 2.5 G (Diesel) 7 Seater,2012,Dealer,109000,Diesel,Manual,12.99,2494,100.6,7
5.5,Ford Figo Aspire Facelift,2017,Individual,15000,Diesel,Manual,0,1498,99,5
4.7,Hyundai Grand i10 Asta Option,2017,Individual,90000,Petrol,Manual,18.9,1197,82,5
2,Tata Indica eXeta eGLX,2011,Individual,35000,Petrol,Manual,16.84,1193,64.4,5
2.8,Skoda Laura 1.9 TDI MT Ambiente,2010,Individual,90000,Diesel,Manual,17,1896,105,5
1.49,Chevrolet Aveo 1.4 LS Limited Edition,2008,Dealer,62001,Petrol,Manual,14.4,1399,94,5
2,Volkswagen Polo Diesel Trendline 1.2L,2011,Dealer,98000,Diesel,Manual,22.07,1199,73.9,5
6.99,Hyundai i20 Active 1.4 SX,2016,Individual,20000,Diesel,Manual,21.19,1396,88.73,5
3.15,Toyota Corolla Altis 1.8 G,2010,Dealer,57000,Petrol,Manual,14.28,1798,138.03,5
3.4,Maruti Wagon R VXI,2014,Individual,21717,Petrol,Manual,20.51,998,67.04,5
5,Renault Duster 85PS Diesel RxL,2014,Individual,40000,Diesel,Manual,20.45,1461,83.8,5
10.5,Honda City i-VTEC ZX,2017,Individual,50000,Petrol,Manual,17.14,1497,117.6,5
6,Renault Duster 110PS Diesel RxZ,2016,Individual,90000,Diesel,Manual,19.6,1461,108.45,5
4.78,Fiat Avventura Urban Cross 1.3 Multijet Active,2017,Individual,90000,Diesel,Manual,20.5,1248,91.72,5
4.91,Maruti Swift VXI Optional,2017,Dealer,27876,Petrol,Manual,20.4,1197,81.8,5
28.9,Land Rover Discovery Sport Si4 HSE,2016,Dealer,56000,Petrol,Automatic,12.63,1999,177,5
1.6,Hyundai i10 Asta,2008,Individual,57215,Petrol,Manual,20.36,1197,78.9,5
9.85,Hyundai Venue SX Turbo BSIV,2019,Dealer,5400,Petrol,Manual,18.27,998,118.35,5
5,Maruti Swift Dzire VDI,2014,Individual,60000,Diesel,Manual,23.4,1248,74,5
3.35,Tata Tiago 1.2 Revotron XT,2017,Individual,24800,Petrol,Manual,23.84,1199,84,5
0.85,Maruti Alto LXi BSIII,2005,Individual,70000,Petrol,Manual,19.7,796,46.3,5
9.5,Honda BRV i-DTEC VX MT,2016,Dealer,59450,Diesel,Manual,21.9,1498,98.6,7
7.4,Honda Jazz VX CVT,2018,Dealer,20000,Petrol,Automatic,17.1,1199,88.51,5
2,Tata Indica Vista Terra 1.4 TDI,2010,Individual,90000,Diesel,Manual,17,1405,71,5
3.75,Maruti Swift VXI,2013,Dealer,34553,Petrol,Manual,22,1197,81.8,5
8.1,Maruti Vitara Brezza VDi,2018,Individual,40000,Diesel,Manual,24.3,1248,88.5,5
1.73,Volkswagen Polo Petrol Trendline 1.2L,2010,Individual,350000,Petrol,Manual,16.47,1198,73.9,5
7,Maruti Vitara Brezza VDi,2017,Individual,50000,Diesel,Manual,24.3,1248,88.5,5
3.1,Mahindra KUV 100 mFALCON D75 K4,2016,Individual,70000,Diesel,Manual,25.32,1198,77,6
8.5,Mahindra Scorpio 1.99 S4,2017,Individual,120000,Diesel,Manual,15.4,1997,120,7
2.85,Hyundai i20 Era 1.4 CRDi,2013,Individual,90000,Diesel,Manual,22.54,1396,88.76,5
4.5,Maruti Swift Dzire VDI,2014,Individual,120000,Diesel,Manual,23.4,1248,74,5
11,Hyundai Creta 1.6 CRDi SX,2017,Individual,80000,Diesel,Manual,19.67,1582,126.2,5
3.5,Mahindra Xylo E4 BS IV,2011,Individual,155000,Diesel,Manual,14,2498,112,7
10.8,Mahindra Scorpio 1.99 S6 Plus,2017,Individual,30000,Diesel,Manual,15.4,1997,120,7
5.3,Honda City i DTEC V,2014,Dealer,66100,Diesel,Manual,26,1498,98.6,5
6.8,Maruti Swift Dzire VDI,2017,Individual,50000,Diesel,Manual,28.4,1248,74.02,5
10.25,Mahindra Scorpio 1.99 S4 Plus,2017,Dealer,42000,Diesel,Manual,15.4,1997,120,7
6.5,Hyundai i20 1.2 Spotz,2017,Individual,55000,Petrol,Manual,18.6,1197,81.83,5
1.94,Hyundai i10 Magna,2012,Dealer,110699,Petrol,Manual,20.36,1197,78.9,5
6.86,Maruti Baleno Delta Automatic,2019,Individual,5000,Petrol,Automatic,21.4,1197,83.1,5
2,Maruti Alto 800 LXI,2016,Individual,50000,Petrol,Manual,22.74,796,47.3,5
2.5,Maruti Swift Dzire VXI,2010,Dealer,44000,Petrol,Manual,19.1,1197,85.8,5
7.3,Maruti Vitara Brezza VDi Option,2018,Individual,90000,Diesel,Manual,24.3,1248,88.5,5
6.5,Hyundai Verna 1.6 VTVT SX,2016,Dealer,55000,Petrol,Manual,17.01,1591,121.3,5
7.9,Maruti Vitara Brezza ZDi Plus Dual Tone,2017,Dealer,45000,Diesel,Manual,24.3,1248,88.5,5
6.2,Maruti Baleno Zeta 1.2,2017,Individual,30000,Petrol,Manual,21.4,1197,83.1,5
5.1,Hyundai Verna 1.6 VTVT,2013,Individual,50000,Petrol,Manual,17.01,1591,121.3,5
1.15,Hyundai Santro Xing XL,2005,Individual,120000,Petrol,Manual,0,1086,5,5
3.75,Maruti Eeco 5 Seater AC BSIV,2013,Individual,20000,Petrol,Manual,15.37,1196,73,5
5.25,Nissan Terrano XV 110 PS,2015,Dealer,69000,Diesel,Manual,19.01,1461,108.5,5
6.2,Maruti Swift Dzire AMT VXI,2017,Trustmark Dealer,19843,Petrol,Automatic,21.21,1197,81.8,5
2.7,Tata Indigo LS (TDI) BS-III,2014,Individual,20000,Diesel,Manual,19.09,1405,69.01,5
9.5,Ford Endeavour 3.0L 4X4 AT,2011,Individual,30000,Diesel,Automatic,11.4,2953,153.86,7
14.5,Toyota Innova Crysta 2016-2020 2.4 G MT,2017,Dealer,52300,Diesel,Manual,13.68,2393,147.51,7
8.45,Honda City i VTEC CVT SV,2016,Individual,40000,Petrol,Automatic,18,1497,117.3,5
3.9,Maruti Swift Dzire LDI,2014,Dealer,61500,Diesel,Manual,23.4,1248,74,5
3.95,Honda Amaze S i-Vtech,2015,Dealer,59000,Petrol,Manual,18,1198,86.7,5
4.5,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2018,Individual,40000,Petrol,Manual,18.9,1197,81.86,5
17,Audi A6 2.0 TDI,2013,Individual,60000,Diesel,Automatic,17.68,1968,174.33,5
3.25,Hyundai Grand i10 Magna,2013,Dealer,61000,Petrol,Manual,18.9,1197,82,5
3.5,Mahindra KUV 100 mFALCON D75 K4,2016,Individual,70000,Diesel,Manual,25.32,1198,77,6
6.5,Mahindra XUV500 W8 2WD,2013,Dealer,63000,Diesel,Manual,15.1,2179,140,7
12.5,Mercedes-Benz E-Class E 200 CGI,2012,Dealer,58000,Petrol,Manual,12.3,1796,185,5
2.2,Maruti Zen Estilo VXI BSIV,2013,Individual,40000,Petrol,Manual,19,998,67.1,5
3.5,Mahindra Quanto C8,2015,Individual,49000,Diesel,Manual,17.21,1493,100,7
7.5,Maruti Swift Dzire VDI,2017,Individual,22000,Diesel,Manual,28.4,1248,74.02,5
2.99,Honda City 1.5 V MT,2010,Dealer,57977,Petrol,Manual,17,1497,118,5
3.78,Hyundai Xcent 1.1 CRDi Base,2016,Individual,70000,Diesel,Manual,24.4,1120,71,5
70,Land Rover Range Rover Evoque Convertible HSE Dynamic,2018,Dealer,13000,Petrol,Automatic,12.19,1997,237.36,4
13.25,Mini Cooper 3 DOOR S,2012,Dealer,67000,Petrol,Automatic,17.33,1998,189.08,4
5.24,Maruti Ertiga VDI,2014,Dealer,48242,Diesel,Manual,20.77,1248,88.76,7
1.69,Ford Figo Diesel EXI,2012,Dealer,68000,Diesel,Manual,20,1399,68.05,5
5,Maruti Ertiga ZDI,2014,Individual,40000,Diesel,Manual,20.77,1248,88.8,7
20,Audi Q7 2006-2020 3.0 TDI Quattro Premium Plus,2012,Dealer,98000,Diesel,Automatic,12.07,2967,241.4,7
3.8,Maruti Swift Dzire VDI,2013,Individual,113450,Diesel,Manual,23.4,1248,74,5
4,Maruti Wagon R AMT VXI,2018,Individual,80000,Petrol,Automatic,20.51,998,67,5
5.65,Hyundai Santro Sportz SE AMT BSIV,2020,Dealer,1000,Petrol,Automatic,20.3,1086,68,5
3.35,Maruti Wagon R VXI,2015,Dealer,20292,Petrol,Manual,20.51,998,67.04,5
3,Mahindra Scorpio 2009-2014 VLX 2WD 7S BSIV,2010,Dealer,67900,Diesel,Manual,12.05,2179,120,7
2,Chevrolet Beat Diesel LS,2012,Individual,70000,Diesel,Manual,25.44,936,57.6,5
10.51,Mahindra Scorpio 1.99 S10,2015,Dealer,40000,Diesel,Manual,15.4,1997,120,7
5.1,Hyundai Grand i10 1.2 CRDi Sportz Option,2017,Individual,60000,Diesel,Manual,24,1186,73.97,5
3.7,Renault KWID Climber 1.0 AMT,2018,Individual,25000,Petrol,Automatic,24.04,999,67,5
2,Maruti Wagon R LXI,2006,Individual,70000,Petrol,Manual,18.9,998,67.1,5
6.25,Maruti Baleno Delta 1.3,2018,Individual,21000,Diesel,Manual,27.39,1248,74,5
12.9,Mahindra Scorpio S7 140 BSIV,2018,Dealer,39000,Diesel,Manual,16.36,2179,140,7
8.9,Hyundai Creta 1.6 E Plus,2017,Dealer,30000,Petrol,Manual,15.8,1591,121.3,5
4.2,Hyundai Verna 1.6 CRDI,2012,Dealer,61000,Diesel,Manual,22.32,1582,126.3,5
5,Maruti Swift LXI Optional-O,2017,Trustmark Dealer,5743,Petrol,Manual,20.4,1197,83.11,5
7.5,Nissan Terrano XL Plus 85 PS,2017,Dealer,44000,Diesel,Manual,20.45,1461,83.8,5
6,Hyundai Grand i10 1.2 Kappa Asta,2018,Individual,24200,Petrol,Manual,18.9,1197,81.86,5
5.9,Maruti Baleno Delta 1.3,2017,Individual,57000,Diesel,Manual,27.39,1248,74,5
1.9,Hyundai i10 Magna,2011,Dealer,58000,Petrol,Manual,20.36,1197,78.9,5
5,Datsun GO Plus T Option BSIV,2017,Individual,15000,Petrol,Manual,19.44,1198,67,7
4.5,Maruti Celerio ZXI Optional,2017,Individual,10000,Petrol,Manual,23.1,998,67.04,5
5.5,Mahindra NuvoSport N8,2016,Individual,70000,Diesel,Manual,17.45,1493,100,7
1.7,Chevrolet Beat LT,2011,Dealer,65000,Petrol,Manual,18.6,1199,79.4,5
6.5,Mahindra XUV500 W6 2WD,2015,Individual,100000,Diesel,Manual,15.1,2179,140,7
82.5,BMW Z4 M40i,2020,Dealer,2000,Petrol,Automatic,11.29,2998,335,2
5,Maruti Wagon R VXI Opt 1.2,2020,Individual,10000,Petrol,Manual,20.52,1197,81.8,5
5,Hyundai Xcent 1.2 Kappa AT SX Option,2015,Individual,10000,Petrol,Automatic,16.9,1197,82,5
1.4,Maruti Alto LXi,2009,Individual,43000,Petrol,Manual,19.7,796,46.3,5
3.49,Honda Amaze S Plus i-VTEC,2013,Dealer,64000,CNG,Manual,18,1198,86.7,5
3.25,Maruti Wagon R VXI with ABS,2014,Individual,30000,Petrol,Manual,20.51,998,67.06,5
4.35,Honda City i VTEC S,2014,Dealer,63000,Petrol,Manual,17.8,1497,117.3,5
4.55,Maruti Celerio VXI CNG BSIV,2018,Dealer,28000,CNG,Manual,31.79,998,58.33,5
62,Land Rover Discovery HSE Luxury 3.0 Si6,2018,Individual,25000,Petrol,Automatic,9.17,2995,335.25,7
7.55,Honda City i VTEC V,2017,Dealer,32226,Petrol,Manual,17.8,1497,117.3,5
6.5,Renault Koleos 2.0 Diesel,2013,Dealer,63432,Diesel,Automatic,13.73,1995,148,5
40,Audi A3 cabriolet 40 TFSI Premium Plus,2018,Dealer,8000,Petrol,Automatic,16.6,1798,177,4
2.5,Honda Brio V MT,2013,Individual,80000,Petrol,Manual,19.4,1198,86.8,5
2.45,Maruti Alto K10 VXI,2014,Individual,65000,Petrol,Manual,23.95,998,67.05,5
13.5,Kia Seltos HTK Plus D,2019,Dealer,14000,Diesel,Manual,20.8,1493,113.4,5
2.15,Tata Indigo LX (TDI) BS III,2013,Individual,90760,Diesel,Manual,19.09,1396,69,5
4,Tata Indigo LX (TDI) BS-III,2016,Individual,80000,Diesel,Manual,19.09,1405,69.01,5
3.1,Renault KWID AMT RXL,2018,Individual,15000,Petrol,Automatic,24.04,999,67,5
12.35,Toyota Fortuner 4X2 AT,2012,Dealer,85000,Petrol,Automatic,0,2694,163.05,7
12.65,Renault Captur 1.5 Diesel RXT,2018,Individual,12851,Diesel,Manual,20.37,1461,108.45,5
55,BMW 6 Series GT 630i Luxury Line,2018,Individual,30000,Petrol,Automatic,14.28,1998,254.7,4
92,Toyota Land Cruiser 200 V8 Petrol,2016,Dealer,80000,Petrol,Automatic,9,4461,285.4,8
6.75,Maruti Swift Dzire VDi,2018,Dealer,32000,Diesel,Manual,19.3,1248,73.9,5
5,Maruti Wagon R VXI 1.2,2019,Individual,30000,Petrol,Manual,20.52,1197,81.8,5
3,Hyundai i10 Sportz Option,2010,Individual,25000,Petrol,Manual,20.36,1197,78.9,5
14.5,Mahindra Scorpio S10 AT 2WD,2016,Individual,35000,Diesel,Automatic,15.4,2179,120,7
5.3,Mahindra Scorpio VLX 4WD BSIV,2013,Individual,140000,Diesel,Manual,12.05,2179,120,8
5.75,Ford Ecosport 1.5 DV5 MT Titanium,2014,Trustmark Dealer,65597,Diesel,Manual,22.7,1498,89.84,5
2.4,Hyundai Santro Xing GL CNG,2012,Dealer,61785,CNG,Manual,17,1086,5,5
5.5,Hyundai i20 2015-2017 Sportz 1.2,2017,Individual,35000,Petrol,Manual,18.6,1197,81.83,5
5,Maruti Ciaz VDi Plus,2014,Individual,160000,Diesel,Manual,26.21,1248,88.5,5
6.43,Maruti Baleno Delta,2020,Individual,7124,Petrol,Manual,21.01,1197,81.8,5
10,Ford Ecosport 2015-2021 S Petrol BSIV,2019,Individual,15000,Petrol,Manual,18.1,999,123.24,5
6.11,Hyundai Xcent 1.2 CRDi S,2018,Dealer,22979,Diesel,Manual,25.4,1186,73.97,5
3.1,Toyota Etios Liva GD,2014,Individual,150000,Diesel,Manual,23.59,1364,67.04,5
5.5,Hyundai Grand i10 Asta,2016,Individual,34000,Petrol,Manual,18.9,1197,82,5
3.5,Renault Scala Diesel RxZ Travelogue,2015,Dealer,42000,Diesel,Manual,21.64,1461,84.8,5
3,Volkswagen Vento Diesel Trendline,2011,Individual,280000,Diesel,Manual,20.54,1598,103.6,5
4.7,Tata Tigor 1.2 Revotron XT,2018,Individual,40000,Petrol,Manual,20.3,1199,84,5
5.25,Honda City i DTec V,2014,Dealer,77000,Diesel,Manual,26,1498,98.6,5
4.69,Datsun GO Plus T Option BSIV,2017,Individual,15000,Petrol,Manual,19.44,1198,67,7
2.1,Maruti Alto K10 2010-2014 VXI,2012,Individual,60000,Petrol,Manual,20.92,998,67.1,5
2,Maruti Alto 800 LXI,2013,Individual,120000,Petrol,Manual,22.74,796,47.3,5
4,Renault KWID 1.0 RXT Optional,2019,Individual,2500,Petrol,Manual,23.01,999,67,5
21.5,Jaguar XF 2.2 Litre Luxury,2013,Dealer,50000,Diesel,Automatic,16.36,2179,187.7,5
3.4,Maruti Celerio ZXI,2016,Individual,46500,Petrol,Manual,23.1,998,67.04,5
0.95,Maruti Alto LXi BSIII,2005,Individual,5000,Petrol,Manual,19.7,796,46.3,5
20.5,Audi Q3 35 TDI Quattro Premium Plus,2015,Dealer,69000,Diesel,Automatic,15.73,1968,174.33,5
3.81,Maruti Swift VDI,2012,Individual,68000,Diesel,Manual,22.9,1248,74,5
7.75,Mercedes-Benz C-Class C 250 CDI Elegance,2011,Dealer,45000,Diesel,Automatic,14.94,2143,204,5
7,Maruti Swift Dzire VDI,2017,Individual,20000,Diesel,Manual,28.4,1248,74.02,5
6.75,Maruti Ciaz Alpha Diesel,2017,Dealer,106000,Diesel,Manual,28.09,1248,88.5,5
6.7,Honda City i VTEC CVT SV,2015,Dealer,28000,Petrol,Automatic,18,1497,117.3,5
10.5,Mahindra XUV500 W6 2WD,2018,Individual,50000,Diesel,Manual,16,2179,140,7
3.15,Renault Scala Diesel RxL,2014,Dealer,70000,Diesel,Manual,21.64,1461,84.8,5
79,BMW X5 xDrive 30d xLine,2019,Individual,19000,Diesel,Automatic,13.38,2993,265,5
3.6,Honda City 1.5 S MT,2011,Dealer,55000,Petrol,Manual,17,1497,118,5
4,Ford Figo 1.5D Ambiente ABS MT,2017,Individual,53000,Diesel,Manual,25.83,1498,99,5
4.7,Hyundai Verna 1.6 SX,2014,Dealer,89000,Diesel,Manual,22.32,1582,126.32,5
3.04,Maruti Alto 800 LXI,2018,Individual,22000,Petrol,Manual,24.7,796,47.3,5
5.25,Tata Zest Quadrajet 1.3 75PS XMS,2018,Individual,90000,Diesel,Manual,22.95,1248,74,5
4.9,Honda City i DTEC S,2014,Dealer,69000,Diesel,Manual,26,1498,98.6,5
8.64,Mahindra Scorpio 1.99 S6 Plus,2016,Individual,155000,Diesel,Manual,15.4,1997,120,7
4.8,Mahindra XUV500 W6 2WD,2013,Dealer,85000,Diesel,Manual,16,2179,140,7
3.5,Hyundai Xcent 1.2 Kappa SX Option,2016,Individual,50000,Petrol,Manual,19.1,1197,82,5
5.75,Maruti Wagon R VXI AMT Opt 1.2,2019,Dealer,3600,Petrol,Automatic,20.52,1197,81.8,5
28.5,Mercedes-Benz CLA 200 CDI Sport,2018,Dealer,15000,Diesel,Automatic,17.9,2143,136,5
6.86,Maruti Baleno Delta Automatic,2019,Individual,5000,Petrol,Automatic,21.4,1197,83.1,5
0.55,Hyundai Santro LP - Euro II,2002,Individual,80000,Petrol,Manual,0,999,5,5
3,Maruti SX4 Vxi BSIII,2007,Individual,40000,Petrol,Manual,15,1586,104.68,5
1.03,Daewoo Matiz SA,2000,Individual,120000,Petrol,Manual,18.5,796,53,5
7.8,Toyota Innova 2.5 G (Diesel) 7 Seater,2015,Dealer,143000,Diesel,Manual,12.99,2494,100,7
34.9,Audi A6 35 TDI Technology,2018,Dealer,24000,Diesel,Automatic,17.68,1968,174.33,5
235,Bentley Mulsanne 6.8,2012,Dealer,15000,Petrol,Automatic,10.1,6752,505,5
16.99,MG Hector Smart Diesel MT BSIV,2019,Dealer,28000,Diesel,Manual,17.41,1956,167.68,5
2.75,Honda Brio 1.2 S MT,2016,Dealer,65000,Petrol,Manual,18.5,1198,86.8,5
8,Maruti Swift ZDI Plus,2019,Individual,44000,Diesel,Manual,28.4,1248,74,5
6.8,Maruti Baleno Zeta Automatic,2018,Individual,10000,Petrol,Automatic,21.4,1197,83.1,5
12,Toyota Fortuner 3.0 Diesel,2010,Individual,200000,Diesel,Manual,11.5,2982,171,7
5.25,Toyota Innova 2.5 G (Diesel) 8 Seater,2012,Dealer,187031,Diesel,Manual,12.99,2494,100,8
9.55,Ford Ecosport 2015-2021 1.5 Petrol Titanium Plus BSIV,2019,Dealer,22346,Petrol,Manual,17,1497,121.36,5
3.5,Hyundai i20 1.4 CRDi Magna,2012,Individual,120000,Diesel,Manual,21.9,1396,90,5
8,Maruti Vitara Brezza LXI,2020,Dealer,1000,Petrol,Manual,17.03,1462,103.26,5
0.75,Maruti Alto LX BSIII,2005,Individual,56700,Petrol,Manual,19.7,796,46.3,5
8.25,Mahindra XUV500 W6 2WD,2015,Individual,170000,Diesel,Manual,16,2179,140,7
14.76,Mahindra Marazzo M8 8Str,2019,Individual,60000,Diesel,Manual,17.3,1497,121,8
6.7,Honda Jazz V CVT,2018,Dealer,40000,Petrol,Automatic,18.2,1199,88.7,5
1.8,Maruti Alto LXi,2012,Dealer,28000,Petrol,Manual,19.7,796,46.3,5
3.5,Renault Scala RxL,2014,Individual,85000,Petrol,Manual,16.95,1498,97.6,5
4.9,Hyundai Grand i10 1.2 Kappa Asta,2017,Individual,35000,Petrol,Manual,18.9,1197,81.86,5
5.5,Maruti Baleno Zeta 1.2,2017,Individual,20000,Petrol,Manual,21.4,1197,83.1,5
3.5,Hyundai i10 Sportz,2014,Individual,40000,Petrol,Manual,20.36,1197,78.9,5
2.45,Toyota Corolla Altis G,2009,Dealer,65000,Petrol,Manual,14.53,1798,138.1,5
15,Toyota Innova Crysta 2016-2020 2.4 GX MT 8S BSIV,2019,Individual,35000,Diesel,Manual,13.68,2393,147.8,8
2.5,Hyundai EON Era Plus,2013,Dealer,54417,Petrol,Manual,21.1,814,55.2,5
1.9,Ford Figo Diesel LXI,2012,Dealer,74000,Diesel,Manual,20,1399,68.05,5
4,Volkswagen Ameo 1.2 MPI Comfortline Plus,2017,Dealer,47592,Petrol,Manual,17,1198,73.75,5
4.6,Renault Duster 85PS Diesel RxE Adventure,2014,Individual,46500,Diesel,Manual,20.45,1461,83.8,5
6.5,Maruti Swift AMT VXI,2019,Dealer,8000,Petrol,Automatic,21.21,1197,81.8,5
7,Maruti Ciaz ZDi Plus SHVS,2016,Individual,120000,Diesel,Manual,28.09,1248,88.5,5
1.2,Chevrolet Spark 1.0 LT,2013,Individual,100000,Petrol,Manual,16.2,995,62.1,5
38.5,Mercedes-Benz GLE Class 250d,2016,Dealer,48500,Diesel,Automatic,17.9,2143,201.15,5
4.55,Maruti Swift 1.2 DLX (Only Delhi),2017,Individual,34000,Petrol,Manual,20.4,1197,81.8,5
2.35,Hyundai Santro Xing GL,2013,Dealer,55000,Petrol,Manual,0,1086,62,5
1.6,Tata Indigo LS TDI BSIII,2012,Individual,88157,Diesel,Manual,19.09,1396,69,5
3.65,Maruti Swift VXI BSIV,2014,Dealer,54000,Petrol,Manual,22,1197,81.8,5
5.55,Toyota Etios GD,2016,Individual,163000,Diesel,Manual,23.59,1364,67.05,5
4.7,Maruti Swift Dzire ZXI,2014,Dealer,11275,Petrol,Manual,19.1,1197,85.8,5
3.25,Maruti Ritz VDi,2013,Dealer,58000,Diesel,Manual,21.1,1248,73.9,5
29.5,Toyota Fortuner 2016-2021 2.8 2WD AT,2018,Dealer,35000,Diesel,Automatic,12.9,2755,174.5,7
8,Nissan Terrano XL Plus 85 PS,2015,Individual,19000,Diesel,Manual,20.45,1461,83.8,5
4,Maruti Swift VDI,2012,Individual,48000,Diesel,Manual,22.9,1248,74,5
5.5,Renault Duster 85PS Diesel RxE,2015,Dealer,68000,Diesel,Manual,19.87,1461,83.8,5
15.19,Honda Civic 1.8 V AT,2019,Dealer,23000,Petrol,Automatic,13.9,1799,130.2,5
7.4,Maruti Swift Dzire AMT VDI,2018,Individual,31500,Diesel,Automatic,28.4,1248,74.02,5
1.25,Tata Vista TDI LX,2013,Individual,120000,Diesel,Manual,19.1,1405,70,5
2.71,Honda Brio V MT,2011,Dealer,63000,Petrol,Manual,19.4,1198,86.8,5
4.25,Maruti Kizashi CVT,2011,Dealer,63000,Petrol,Automatic,10,2393,175.6,5
4.75,Mahindra Supro LX 8 Str,2018,Individual,60000,Diesel,Manual,23.5,909,45,8
3.25,Honda Amaze S i-Dtech,2013,Dealer,73000,Diesel,Manual,25.8,1498,98.6,5
6,Hyundai Grand i10 Nios AMT Sportz,2020,Individual,10000,Petrol,Automatic,20.7,1197,81.86,5
3,Honda Amaze S i-Dtech,2013,Individual,208000,Diesel,Manual,25.8,1498,98.6,5
3,Hyundai i10 Sportz 1.2,2010,Individual,30000,Petrol,Manual,20.36,1197,78.9,5
3.45,Maruti Wagon R LXI CNG,2016,Dealer,83000,CNG,Manual,26.6,998,58.16,5
